SampleIndex,TargetViscosity_cP,GlycerolVolumeFraction,WeightFraction,Glycerol_mass_g,Water_mass_g,Density_kg_per_m3,DynamicViscosity_Pa_s,DynamicViscosity_Ns_per_m2,DynamicViscosity_cP,KinematicViscosity_m2_per_s,KinematicViscosity_cSt,SurfaceTension_N_per_m,Re_270rpm,Re_290rpm,Re_310rpm,Re_330rpm,Re_350rpm,Re_370rpm,Re_390rpm,Re_410rpm,Re_430rpm,Re_450rpm,We_270rpm,We_290rpm,We_310rpm,We_330rpm,We_350rpm,We_370rpm,We_390rpm,We_410rpm,We_430rpm,We_450rpm,Fr_270rpm,Fr_290rpm,Fr_310rpm,Fr_330rpm,Fr_350rpm,Fr_370rpm,Fr_390rpm,Fr_410rpm,Fr_430rpm,Fr_450rpm,Ca_270rpm,Ca_290rpm,Ca_310rpm,Ca_330rpm,Ca_350rpm,Ca_370rpm,Ca_390rpm,Ca_410rpm,Ca_430rpm,Ca_450rpm
35,113.552228598,0.849739943674,0.877094461817,591.379436748,82.8688483492,1225.88391584,0.113552228598,0.113552228598,113.552228598,9.26288591688e-05,92.6288591688,0.0643988171019,77.7295549639,83.487299776,89.2450445881,95.0027894003,100.760534212,106.518279025,112.276023837,118.033768649,123.791513461,129.549258273,24.6704151788,28.4606572914,32.5216309833,36.8533362548,41.4557731057,46.3289415361,51.472841546,56.8874731353,62.5728363041,68.5289310523,0.0825970132512,0.0952868150127,0.108883031186,0.12338566177,0.138794706766,0.155110166174,0.172332039993,0.190460328224,0.209495030866,0.22943614792,0.317387835172,0.340898045184,0.364408255197,0.38791846521,0.411428675222,0.434938885235,0.458449095248,0.481959305261,0.505469515273,0.528979725286
36,121.876364701,0.855933134456,0.882316341345,595.561936882,79.4362570473,1227.28792984,0.121876364701,0.121876364701,121.876364701,9.93054374106e-05,99.3054374106,0.064343635772,72.5035827619,77.874218522,83.2448542821,88.6154900423,93.9861258024,99.3567615626,104.727397323,110.098033083,115.468668843,120.839304603,24.7198520567,28.5176894097,32.5868008593,36.9271864056,41.5388460486,46.4217797881,51.5759876244,57.0014695573,62.6982255868,68.6662557129,0.0825970132512,0.0952868150127,0.108883031186,0.12338566177,0.138794706766,0.155110166174,0.172332039993,0.190460328224,0.209495030866,0.22943614792,0.340946627946,0.36620193372,0.391457239493,0.416712545267,0.441967851041,0.467223156815,0.492478462589,0.517733768362,0.542989074136,0.56824437991
37,130.67949755,0.861949681536,0.887376045934,599.622012684,76.1028002985,1228.64758182,0.13067949755,0.13067949755,130.67949755,0.000106360440116,106.360440116,0.0642900283375,67.6943419204,72.7087376182,77.723133316,82.7375290139,87.7519247117,92.7663204095,97.7807161073,102.795111805,107.809507503,112.823903201,24.7678731402,28.573088218,32.6501043727,36.9989216045,41.6195399132,46.5119592989,51.6761797616,57.1122013013,62.820023918,68.7996476116,0.0825970132512,0.0952868150127,0.108883031186,0.12338566177,0.138794706766,0.155110166174,0.172332039993,0.190460328224,0.209495030866,0.22943614792,0.365878039989,0.392980117025,0.420082194061,0.447184271098,0.474286348134,0.50138842517,0.528490502206,0.555592579243,0.582694656279,0.609796733315
38,139.983740851,0.867798719479,0.892282425362,603.566077365,72.8633358002,1229.96525905,0.139983740851,0.139983740851,139.983740851,0.00011381113395,113.81113395,0.0642379134094,63.2627033061,67.9488294769,72.6349556477,77.3210818185,82.0072079894,86.6933341602,91.379460331,96.0655865018,100.751712673,105.437838843,24.8145509579,28.6269373877,32.7116371338,37.0686501964,41.6979765754,46.5996162707,51.7735692825,57.2198356108,62.9384152554,68.9293082164,0.0825970132512,0.0952868150127,0.108883031186,0.12338566177,0.138794706766,0.155110166174,0.172332039993,0.190460328224,0.209495030866,0.22943614792,0.392246136525,0.421301405897,0.450356675269,0.479411944641,0.508467214013,0.537522483385,0.566577752758,0.59563302213,0.624688291502,0.653743560874
39,149.812047068,0.873488697548,0.897043640202,607.400059623,69.7131067843,1231.24315851,0.149812047068,0.149812047068,149.812047068,0.000121675435134,121.675435134,0.0641872157049,59.1738175587,63.5570633038,67.9403090489,72.323554794,76.7068005391,81.0900462842,85.4732920292,89.8565377743,94.2397835194,98.6230292645,24.8599524985,28.6793141992,32.77148745,37.1364722508,41.7742686017,46.6848765027,51.8682959536,57.3245269547,63.0535695058,69.0554236069,0.0825970132512,0.0952868150127,0.108883031186,0.12338566177,0.138794706766,0.155110166174,0.172332039993,0.190460328224,0.209495030866,0.22943614792,0.420117435787,0.451237245845,0.482357055904,0.513476865962,0.54459667602,0.575716486079,0.606836296137,0.637956106195,0.669075916253,0.700195726312
40,160.188234277,0.879027446736,0.901667231124,611.129451226,66.6477043928,1232.48330582,0.160188234277,0.160188234277,160.188234277,0.000129971930265,129.971930265,0.0641378654496,55.396576671,59.5000267947,63.6034769185,67.7069270423,71.8103771661,75.9138272898,80.0172774136,84.1207275374,88.2241776612,92.3276277849,24.9041397488,28.7302901629,32.8297370352,37.2024803655,41.8485201541,46.7678564008,51.9604891056,57.4264182686,63.1656438897,69.178165969,0.0825970132512,0.0952868150127,0.108883031186,0.12338566177,0.138794706766,0.155110166174,0.172332039993,0.190460328224,0.209495030866,0.22943614792,0.449560988159,0.482861802097,0.516162616035,0.549463429972,0.58276424391,0.616065057848,0.649365871785,0.682666685723,0.715967499661,0.749268313599
41,171.137013764,0.884422238763,0.906160179696,614.759348865,63.6630345496,1233.68757173,0.171137013764,0.171137013764,171.137013764,0.000138719897716,138.719897716,0.0640897978526,51.9031524572,55.747830417,59.5925083768,63.4371863366,67.2818642964,71.1265422562,74.971220216,78.8158981757,82.6605761355,86.5052540953,24.9471701665,28.7799315638,32.8864616324,37.2667603722,41.9208277832,46.8486638655,52.050268619,57.5256420437,63.2747841397,69.2976949069,0.0825970132512,0.0952868150127,0.108883031186,0.12338566177,0.138794706766,0.155110166174,0.172332039993,0.190460328224,0.209495030866,0.22943614792,0.480648457472,0.516252046914,0.551855636357,0.587459225799,0.623062815242,0.658666404684,0.694269994126,0.729873583569,0.765477173011,0.801080762453
42,182.684018359,0.889679838174,0.910528961939,618.294491114,60.7552886949,1234.85768663,0.182684018359,0.182684018359,182.684018359,0.000147939329639,147.939329639,0.0640429526419,48.6685996048,52.273681057,55.8787625092,59.4838439614,63.0889254136,66.6940068659,70.2990883181,73.9041697703,77.5092512225,81.1143326747,24.9890970958,28.8282999418,32.9417315625,37.3293919579,41.991281128,46.9273990728,52.1377457924,57.6223212867,63.3811255556,69.4141585993,0.0825970132512,0.0952868150127,0.108883031186,0.12338566177,0.138794706766,0.155110166174,0.172332039993,0.190460328224,0.209495030866,0.22943614792,0.513454204532,0.551487849312,0.589521494092,0.627555138872,0.665588783652,0.703622428432,0.741656073213,0.779689717993,0.817723362773,0.855757007553
43,194.85583154,0.894806548482,0.914779595618,621.739291154,57.9209178542,1235.99525328,0.19485583154,0.19485583154,194.85583154,0.000157650954583,157.650954583,0.063997273653,45.6705131855,49.0535141622,52.4365151389,55.8195161156,59.2025170923,62.585518069,65.9685190457,69.3515200224,72.7345209991,76.1175219758,25.0299701349,28.8754525151,32.9956122081,37.3904492139,42.0599635326,47.0041551642,52.2230241087,57.716570366,63.4847939362,69.5276948193,0.0825970132512,0.0952868150127,0.108883031186,0.12338566177,0.138794706766,0.155110166174,0.172332039993,0.190460328224,0.209495030866,0.22943614792,0.548055372911,0.588652067201,0.629248761491,0.669845455781,0.71044215007,0.75103884436,0.79163553865,0.83223223294,0.872828927229,0.913425621519
44,207.680017326,0.899808253173,0.918917682154,625.097865833,55.1566095928,1237.10175809,0.207680017326,0.207680017326,207.680017326,0.000167876260759,167.876260759,0.0639527084642,42.8887322571,46.0656753873,49.2426185174,52.4195616476,55.5965047778,58.7734479079,61.9503910381,65.1273341682,68.3042772984,71.4812204285,25.069835461,28.9214425552,33.0481644418,37.4500011208,42.1269525923,47.0790188562,52.3061999125,57.8084957613,63.5859064025,69.6384318362,0.0825970132512,0.0952868150127,0.108883031186,0.12338566177,0.138794706766,0.155110166174,0.172332039993,0.190460328224,0.209495030866,0.22943614792,0.584531977088,0.627830642057,0.671129307026,0.714427971996,0.757726636965,0.801025301935,0.844323966904,0.887622631874,0.930921296843,0.974219961813
45,221.185150967,0.904690452222,0.922948443854,628.374061555,52.459267478,1238.17858096,0.221185150967,0.221185150967,221.185150967,0.000178637519957,178.637519957,0.0639092080707,40.305082615,43.2906442902,46.2762059654,49.2617676405,52.2473293157,55.2328909909,58.2184526661,61.2040143413,64.1895760165,67.1751376916,25.1087361175,28.9663197186,33.0994450054,37.508111978,42.1923206364,47.1520709806,52.3873630106,57.8981967264,63.684572128,69.7464892153,0.0825970132512,0.0952868150127,0.108883031186,0.12338566177,0.138794706766,0.155110166174,0.172332039993,0.190460328224,0.209495030866,0.22943614792,0.622966992956,0.669112696138,0.71525839932,0.761404102502,0.807549805684,0.853695508866,0.899841212048,0.94598691523,0.992132618412,1.03827832159
46,235.400850463,0.909458294729,0.926876757086,631.57147739,49.8259927285,1239.22700404,0.235400850463,0.235400850463,235.400850463,0.000189957812165,189.957812165,0.063866726594,37.9031529051,40.710793861,43.5184348169,46.3260757729,49.1337167288,51.9413576847,54.7489986407,57.5566395966,60.3642805525,63.1719215084,25.1467122692,29.0101303408,33.149506846,37.5648417849,42.2561351575,47.2233869638,52.4665972037,57.9857658773,63.7808929846,69.8519785256,0.0825970132512,0.0952868150127,0.108883031186,0.12338566177,0.138794706766,0.155110166174,0.172332039993,0.190460328224,0.209495030866,0.22943614792,0.663446450806,0.712590632347,0.761734813889,0.81087899543,0.860023176971,0.909167358512,0.958311540053,1.00745572159,1.05659990314,1.10574408468
47,250.35780893,0.914116608132,0.93070718191,634.693485774,47.2540677752,1240.24821939,0.25035780893,0.25035780893,250.35780893,0.000201861050889,201.861050889,0.0638252210215,35.6680992609,38.3101806876,40.9522621143,43.5943435411,46.2364249678,48.8785063945,51.5205878213,54.162669248,56.8047506747,59.4468321015,25.1838014285,29.0529176973,33.1983994139,37.6202465783,42.3184591905,47.2930372505,52.5439807582,58.0712897137,63.8749641169,69.955003968,0.0825970132512,0.0952868150127,0.108883031186,0.12338566177,0.138794706766,0.155110166174,0.172332039993,0.190460328224,0.209495030866,0.22943614792,0.706059530795,0.75836023678,0.810660942764,0.862961648749,0.915262354734,0.967563060719,1.0198637667,1.07216447269,1.12446517867,1.17676588466
48,266.087827822,0.918669924448,0.934443988614,637.743251078,44.7409414995,1241.24333577,0.266087827822,0.266087827822,266.087827822,0.000214372009222,214.372009222,0.0637846509732,33.5864744009,36.0743613935,38.5622483862,41.0501353788,43.5380223715,46.0259093642,48.5137963568,51.0016833495,53.4895703421,55.9774573348,25.2200386552,29.0947222347,33.2461689269,37.6743787319,42.3793516498,47.3610876804,52.6195868239,58.1548490802,63.9668744493,70.0556629312,0.0825970132512,0.0952868150127,0.108883031186,0.12338566177,0.138794706766,0.155110166174,0.172332039993,0.190460328224,0.209495030866,0.22943614792,0.750898660998,0.806520784035,0.862142907071,0.917765030108,0.973387153145,1.02900927618,1.08463139922,1.14025352226,1.19587564529,1.25149776833
49,282.62385105,0.923122503868,0.938091181533,640.723746313,42.284215947,1242.21338448,0.28262385105,0.28262385105,282.62385105,0.000227516346694,227.516346694,0.0637449784905,31.6460777638,33.9902316722,36.3343855806,38.678539489,41.0226933975,43.3668473059,45.7110012143,48.0551551228,50.3993090312,52.7434629396,25.2554567341,29.1355817742,33.2928586028,37.72728722,42.4388676259,47.4275998202,52.6934838032,58.2365195747,64.0567071349,70.1540464836,0.0825970132512,0.0952868150127,0.108883031186,0.12338566177,0.138794706766,0.155110166174,0.172332039993,0.190460328224,0.209495030866,0.22943614792,0.798059618086,0.857175145352,0.916290672618,0.975406199883,1.03452172715,1.09363725441,1.15275278168,1.21186830895,1.27098383621,1.33009936348
50,300,0.927478356056,0.941652520479,643.637768198,39.8816343421,1243.15932453,0.3,0.3,300,0.000241320636929,241.320636929,0.0637061678475,29.8358237888,32.0458848102,34.2559458316,36.466006853,38.6760678744,40.8861288958,43.0961899171,45.3062509385,47.5163119599,49.7263729813,25.2900863296,29.1755316917,33.3385088653,37.7790178505,42.4970586472,47.4926312555,52.7657356754,58.3163719069,64.1445399499,70.2502398046,0.0825970132512,0.0952868150127,0.108883031186,0.12338566177,0.138794706766,0.155110166174,0.172332039993,0.190460328224,0.209495030866,0.22943614792,0.847641630701,0.910429899642,0.973218168583,1.03600643752,1.09879470646,1.16158297541,1.22437124435,1.28715951329,1.34994778223,1.41273605117
